quote_id,lead_id,dealer_id,carrier,monthly_premium,quoted_at
937,1747,58,In-House Agency,194.55,2025-10-09 19:56:00
938,1748,11,In-House Agency,269.31,2025-07-23 15:39:00
939,1749,8,Carrier B,110.02,2025-04-04 08:21:00
940,1752,9,Carrier A,152.04,2025-07-06 16:31:00
941,1754,45,Carrier A,138.43,2025-07-10 12:19:00
942,1756,14,In-House Agency,256.09,2025-10-25 18:01:00
943,1757,56,Carrier A,140.24,2025-09-22 17:31:00
944,1759,60,In-House Agency,114.19,2025-08-29 09:24:00
945,1760,9,In-House Agency,254.65,2025-04-05 16:48:00
946,1762,28,Carrier B,261.98,2025-07-19 09:09:00
947,1763,19,Carrier A,293.21,2025-04-05 08:36:00
948,1767,38,Carrier B,296.06,2025-09-13 16:20:00
949,1769,50,Carrier A,198.05,2025-03-25 16:31:00
950,1770,47,Carrier B,209.18,2025-02-14 09:21:00
951,1771,46,Carrier B,216.35,2025-05-30 18:28:00
952,1772,38,Carrier A,274.91,2025-12-13 12:29:00
953,1773,8,In-House Agency,265.39,2025-01-23 16:14:00
954,1776,22,Carrier A,194.32,2025-02-02 11:21:00
955,1778,2,Carrier B,186.57,2025-01-11 14:38:00
956,1779,1,Carrier B,275.24,2025-06-23 14:27:00
957,1781,2,In-House Agency,221.7,2025-01-19 09:50:00
958,1782,8,Carrier A,271.42,2025-05-14 17:48:00
959,1786,51,In-House Agency,189.39,2025-11-10 09:52:00
960,1787,39,Carrier B,299.8,2025-10-15 15:30:00
961,1789,33,Carrier B,268.51,2025-12-13 09:45:00
962,1790,17,In-House Agency,194.06,2025-03-26 16:54:00
963,1791,11,Carrier A,145.57,2025-12-09 18:44:00
964,1792,37,Carrier A,304.84,2025-09-20 08:46:00
965,1794,55,Carrier B,298.56,2025-02-06 13:33:00
966,1796,35,Carrier B,238.32,2025-04-01 10:53:00
967,1797,26,Carrier B,265.16,2025-02-20 17:42:00
968,1799,31,Carrier B,289.52,2025-12-07 09:50:00
969,1800,8,In-House Agency,287.16,2025-07-03 19:35:00
970,1803,60,Carrier B,296.14,2025-08-09 14:01:00
971,1804,29,In-House Agency,258.41,2025-01-08 18:26:00
972,1805,37,Carrier B,124.55,2025-04-24 12:25:00
973,1808,47,In-House Agency,182.59,2025-05-09 11:13:00
974,1809,27,In-House Agency,115.3,2025-01-05 13:49:00
975,1810,2,In-House Agency,115.93,2025-03-26 13:41:00
976,1813,35,Carrier A,115.83,2025-11-23 09:28:00
977,1814,21,In-House Agency,210.76,2025-11-19 11:44:00
978,1815,26,Carrier B,168.16,2025-11-13 12:20:00
979,1816,4,Carrier B,308.86,2025-03-03 11:44:00
980,1818,4,Carrier B,304.81,2025-04-28 18:08:00
981,1820,37,Carrier B,241.72,2025-06-07 12:50:00
982,1821,56,Carrier B,129.79,2025-10-16 12:20:00
983,1823,20,Carrier B,150.49,2025-06-14 14:56:00
984,1826,8,Carrier B,161.78,2025-04-05 10:48:00
985,1829,1,In-House Agency,122.49,2025-10-05 09:11:00
986,1830,57,Carrier B,265.39,2025-07-08 10:40:00
987,1831,5,In-House Agency,258.34,2025-03-18 15:21:00
988,1835,28,Carrier A,276.78,2025-05-12 09:07:00
989,1838,42,In-House Agency,176.59,2025-11-29 10:52:00
990,1839,42,Carrier A,149.81,2025-10-06 19:40:00
991,1840,35,Carrier A,102.69,2025-09-17 19:50:00
992,1841,7,Carrier A,276.15,2025-09-25 13:11:00
993,1842,28,In-House Agency,141.75,2025-02-01 19:50:00
994,1843,1,Carrier A,126.62,2025-11-29 15:32:00
995,1844,17,In-House Agency,205.62,2025-10-07 10:56:00
996,1846,54,Carrier A,269.2,2025-09-04 19:38:00
997,1847,25,Carrier A,207.11,2025-05-13 11:36:00
998,1849,11,In-House Agency,293.69,2025-10-22 10:09:00
999,1850,12,Carrier A,290.66,2025-01-02 16:53:00
1000,1851,43,Carrier A,175.12,2025-10-15 09:18:00
1001,1852,16,In-House Agency,124.72,2025-11-29 13:19:00
1002,1856,3,Carrier A,289.57,2025-08-12 14:58:00
1003,1857,58,In-House Agency,152.81,2025-04-30 17:30:00
1004,1858,36,In-House Agency,217.01,2025-04-14 17:25:00
1005,1859,15,In-House Agency,236.99,2025-10-08 15:50:00
1006,1860,24,In-House Agency,192.71,2025-01-16 14:01:00
1007,1862,23,In-House Agency,278.78,2025-08-21 17:23:00
1008,1863,5,In-House Agency,114.4,2025-08-27 19:08:00
1009,1865,42,Carrier B,152.25,2025-10-11 10:09:00
1010,1869,9,Carrier A,296.69,2025-01-06 08:04:00
1011,1870,15,Carrier B,277.24,2025-06-26 15:11:00
1012,1871,59,In-House Agency,235.17,2025-10-17 16:11:00
1013,1872,9,Carrier B,297.74,2025-08-03 18:44:00
1014,1877,1,In-House Agency,247.95,2025-09-07 19:18:00
1015,1878,30,Carrier B,300.66,2025-08-02 09:26:00
1016,1880,52,Carrier A,170.64,2025-10-03 16:42:00
1017,1883,27,Carrier B,136.66,2025-10-02 16:14:00
1018,1884,17,Carrier B,293.04,2025-06-04 18:54:00
1019,1885,4,Carrier B,170.77,2025-08-21 13:25:00
1020,1886,1,In-House Agency,161.54,2025-11-06 08:42:00
1021,1887,7,Carrier A,224.22,2025-05-03 18:01:00
1022,1891,37,Carrier A,167.51,2025-07-04 19:59:00
1023,1892,57,In-House Agency,136.12,2025-11-16 10:29:00
1024,1893,4,In-House Agency,256.46,2025-07-02 09:03:00
1025,1894,14,Carrier A,296.6,2025-06-07 11:27:00
1026,1895,35,In-House Agency,286.76,2025-06-07 16:22:00
1027,1896,22,In-House Agency,297.22,2025-03-20 08:41:00
1028,1901,55,Carrier A,201.04,2025-03-22 14:20:00
1029,1903,37,In-House Agency,264.3,2025-03-18 17:02:00
1030,1908,37,In-House Agency,260.78,2025-10-17 12:10:00
1031,1909,52,Carrier A,150.0,2025-04-03 15:56:00
1032,1914,33,Carrier B,217.33,2025-08-16 15:44:00
1033,1915,11,Carrier A,197.93,2025-12-22 19:38:00
1034,1917,58,Carrier A,131.15,2025-04-03 15:10:00
1035,1919,4,In-House Agency,279.95,2025-05-11 19:07:00
1036,1923,3,Carrier A,241.67,2025-03-09 08:22:00
1037,1926,39,In-House Agency,103.79,2025-02-18 10:37:00
1038,1928,48,Carrier A,296.86,2025-10-05 14:31:00
1039,1930,3,Carrier B,172.76,2025-07-19 12:37:00
1040,1933,11,Carrier A,158.54,2025-08-21 10:16:00
1041,1935,55,In-House Agency,227.81,2025-09-24 19:39:00
1042,1937,44,In-House Agency,302.62,2025-07-15 12:29:00
1043,1938,12,Carrier A,268.92,2025-07-08 11:04:00
1044,1941,47,Carrier B,174.7,2025-05-19 15:54:00
1045,1942,14,Carrier A,218.13,2025-05-29 17:58:00
1046,1943,33,In-House Agency,176.98,2025-02-16 12:54:00
1047,1944,8,In-House Agency,307.27,2025-05-08 12:11:00
1048,1945,42,Carrier B,140.9,2025-10-08 08:28:00
1049,1946,15,In-House Agency,121.23,2025-12-08 16:52:00
1050,1947,24,In-House Agency,155.06,2025-10-11 10:27:00
1051,1951,30,Carrier B,95.73,2025-08-21 12:58:00
1052,1952,29,Carrier A,100.44,2025-10-02 10:30:00
1053,1955,8,Carrier A,137.67,2025-04-23 11:24:00
1054,1957,12,In-House Agency,170.73,2025-10-24 18:43:00
1055,1960,54,Carrier A,195.95,2025-04-26 09:58:00
1056,1961,25,Carrier B,103.29,2025-11-08 08:31:00
1057,1964,17,Carrier A,126.21,2025-10-03 11:44:00
1058,1966,17,In-House Agency,230.74,2025-03-25 10:11:00
1059,1967,23,Carrier B,147.08,2025-07-27 18:50:00
1060,1968,56,Carrier B,154.29,2025-05-11 11:00:00
1061,1969,21,In-House Agency,110.42,2025-04-28 14:11:00
1062,1971,43,Carrier B,149.06,2025-07-09 09:51:00
1063,1972,28,In-House Agency,295.67,2025-05-18 09:36:00
1064,1974,4,In-House Agency,98.21,2025-09-03 17:55:00
1065,1976,37,Carrier B,182.29,2025-05-10 17:33:00
1066,1978,50,In-House Agency,219.01,2025-04-07 16:34:00
1067,1980,58,Carrier A,101.64,2025-06-10 16:43:00
1068,1981,38,Carrier A,170.67,2025-11-27 08:49:00
1069,1982,41,Carrier B,180.06,2025-08-26 12:34:00
1070,1985,3,Carrier B,137.82,2025-05-13 17:47:00
1071,1986,30,In-House Agency,176.73,2025-08-18 13:13:00
1072,1987,12,Carrier B,159.44,2025-07-09 09:54:00
1073,1989,56,In-House Agency,121.08,2025-06-01 17:59:00
1074,1990,16,In-House Agency,284.4,2025-11-09 14:16:00
1075,1991,4,In-House Agency,238.84,2025-11-01 16:41:00
1076,1994,49,Carrier B,174.67,2025-01-28 15:51:00
1077,1996,55,Carrier A,125.41,2025-06-05 19:55:00
1078,1999,28,Carrier A,150.77,2025-02-12 13:25:00
1079,2000,35,Carrier A,295.55,2025-10-12 19:08:00
1080,2001,19,Carrier B,248.55,2025-04-09 14:32:00
1081,2003,58,Carrier A,127.89,2025-12-04 18:05:00
1082,2004,32,Carrier A,128.36,2025-08-15 16:50:00
1083,2005,24,Carrier A,191.42,2025-01-27 13:46:00
1084,2007,1,Carrier A,99.72,2025-03-11 11:16:00
1085,2008,29,Carrier B,279.02,2025-02-04 10:49:00
1086,2009,40,Carrier A,107.05,2025-06-29 10:58:00
1087,2010,16,Carrier A,298.51,2025-01-18 17:51:00
1088,2015,60,Carrier A,264.55,2025-05-19 15:40:00
1089,2016,21,Carrier B,248.21,2025-11-07 16:46:00
1090,2018,51,Carrier A,145.68,2025-04-10 13:44:00
1091,2019,52,Carrier B,244.12,2025-11-14 18:59:00
1092,2021,58,In-House Agency,149.72,2025-03-01 11:35:00
1093,2022,11,In-House Agency,163.91,2025-01-14 12:37:00
1094,2025,32,Carrier A,279.94,2025-09-19 17:43:00
1095,2028,39,Carrier A,129.4,2025-06-14 13:36:00
1096,2029,35,Carrier A,127.45,2025-02-17 12:07:00
1097,2030,38,Carrier B,238.7,2025-06-13 10:41:00
1098,2031,53,In-House Agency,150.73,2025-11-17 16:01:00
1099,2034,5,Carrier B,256.07,2025-11-25 16:42:00
1100,2035,8,Carrier B,287.13,2025-07-13 09:48:00
1101,2038,59,In-House Agency,301.35,2025-09-14 18:25:00
1102,2039,39,In-House Agency,294.98,2025-08-12 10:11:00
1103,2044,7,Carrier A,283.16,2025-11-30 14:26:00
1104,2045,23,Carrier A,164.18,2025-04-11 08:20:00
1105,2048,50,Carrier B,295.72,2025-11-13 11:11:00
1106,2050,14,In-House Agency,302.15,2025-04-20 14:11:00
1107,2051,20,Carrier A,288.51,2025-02-26 19:38:00
1108,2052,12,In-House Agency,99.25,2025-08-30 15:31:00
1109,2053,41,Carrier B,148.18,2025-07-14 09:39:00
1110,2055,42,Carrier A,308.0,2025-05-12 19:09:00
1111,2057,40,In-House Agency,222.53,2025-07-05 10:21:00
1112,2058,41,Carrier A,190.69,2025-11-26 18:30:00
1113,2061,44,In-House Agency,277.1,2025-11-17 09:26:00
1114,2063,35,Carrier B,97.12,2025-10-03 17:10:00
1115,2065,3,In-House Agency,288.87,2025-03-29 08:53:00
1116,2067,35,In-House Agency,213.48,2025-10-26 17:38:00
1117,2069,29,In-House Agency,181.71,2025-07-12 17:56:00
1118,2070,39,In-House Agency,136.19,2025-07-04 15:34:00
1119,2071,58,Carrier A,235.53,2025-06-05 16:30:00
1120,2072,41,Carrier B,299.18,2025-04-17 12:08:00
1121,2077,22,Carrier B,202.26,2025-05-01 15:57:00
1122,2078,21,In-House Agency,143.42,2025-07-11 08:31:00
1123,2082,30,In-House Agency,169.5,2025-09-12 13:45:00
1124,2085,21,In-House Agency,278.11,2025-09-08 08:23:00
1125,2086,20,Carrier B,189.25,2025-05-19 16:46:00
1126,2088,45,Carrier B,204.77,2025-10-21 08:14:00
1127,2090,12,Carrier A,170.81,2025-08-11 10:30:00
1128,2093,14,Carrier B,186.34,2025-06-17 15:12:00
1129,2094,31,Carrier B,143.26,2025-08-15 14:08:00
1130,2095,37,In-House Agency,218.65,2025-05-16 08:44:00
1131,2096,37,Carrier A,211.17,2025-01-14 14:42:00
1132,2098,50,Carrier B,131.7,2025-09-24 13:52:00
1133,2101,30,Carrier B,208.7,2025-10-04 11:40:00
1134,2102,56,Carrier B,269.34,2025-08-22 12:50:00
1135,2103,28,Carrier A,232.21,2025-09-17 11:33:00
1136,2107,54,Carrier B,220.82,2025-02-26 11:52:00
1137,2108,6,Carrier B,301.65,2025-11-23 08:49:00
1138,2109,21,Carrier A,264.26,2025-04-14 09:00:00
1139,2111,3,In-House Agency,121.45,2025-10-25 12:20:00
1140,2113,32,In-House Agency,249.93,2025-04-18 14:36:00
1141,2114,46,Carrier B,238.12,2025-01-06 09:41:00
1142,2115,32,In-House Agency,226.89,2025-10-21 18:08:00
1143,2116,59,Carrier B,309.31,2025-05-07 18:24:00
1144,2117,22,In-House Agency,241.84,2025-05-08 09:02:00
1145,2119,41,In-House Agency,212.58,2025-06-08 10:31:00
1146,2121,33,Carrier A,222.28,2025-02-26 11:59:00
1147,2125,16,Carrier B,285.98,2025-06-21 08:41:00
1148,2130,29,Carrier B,136.5,2025-01-08 18:55:00
1149,2132,3,In-House Agency,235.26,2025-05-15 15:29:00
1150,2134,11,Carrier B,248.64,2025-05-23 12:06:00
1151,2137,27,Carrier A,157.27,2025-04-16 12:53:00
1152,2142,16,In-House Agency,101.7,2025-07-24 13:29:00
1153,2144,37,In-House Agency,192.07,2025-01-07 10:05:00
1154,2145,48,Carrier A,267.92,2025-09-18 12:20:00
1155,2147,36,Carrier A,272.39,2025-02-05 12:18:00
1156,2148,60,Carrier A,141.15,2025-03-11 17:17:00
1157,2150,52,In-House Agency,170.92,2025-09-05 09:14:00
1158,2152,44,Carrier B,102.97,2025-03-10 09:06:00
1159,2153,8,In-House Agency,156.39,2025-06-16 17:51:00
1160,2154,27,Carrier B,309.81,2025-05-14 08:32:00
1161,2159,51,In-House Agency,128.91,2025-06-16 11:36:00
1162,2160,27,Carrier A,137.85,2025-06-13 19:31:00
1163,2161,48,Carrier A,108.11,2025-03-18 08:35:00
1164,2163,40,Carrier B,266.64,2025-01-03 08:37:00
1165,2166,35,In-House Agency,167.42,2025-10-27 16:53:00
1166,2167,55,In-House Agency,270.43,2025-10-08 17:32:00
1167,2168,57,Carrier B,114.88,2025-02-19 17:35:00
1168,2170,13,Carrier A,154.71,2025-11-24 14:01:00
1169,2172,56,Carrier B,284.47,2025-07-28 19:01:00
1170,2173,46,In-House Agency,293.33,2025-10-07 12:00:00
1171,2174,23,Carrier B,231.99,2025-09-15 11:26:00
1172,2176,22,Carrier B,169.38,2025-03-01 08:18:00
1173,2177,58,Carrier B,186.69,2025-07-23 08:03:00
1174,2179,9,Carrier A,235.8,2025-10-19 12:34:00
1175,2181,47,Carrier B,185.08,2025-05-14 11:54:00
1176,2182,25,In-House Agency,266.69,2025-01-18 11:46:00
1177,2183,36,Carrier A,256.13,2025-08-06 10:52:00
1178,2184,12,Carrier B,295.35,2025-07-24 14:09:00
1179,2185,18,In-House Agency,158.09,2025-02-11 15:53:00
1180,2186,24,Carrier B,304.31,2025-01-11 10:15:00
1181,2187,20,In-House Agency,188.06,2025-08-05 12:38:00
1182,2190,32,Carrier B,145.2,2025-04-16 11:21:00
1183,2191,51,Carrier B,221.14,2025-06-01 14:34:00
1184,2192,50,Carrier B,137.16,2025-01-12 19:17:00
1185,2193,46,Carrier B,125.59,2025-07-26 19:46:00
1186,2196,4,Carrier A,146.75,2025-02-14 19:31:00
1187,2199,49,Carrier B,271.62,2025-02-01 13:55:00
1188,2200,29,In-House Agency,208.62,2025-06-25 15:33:00
1189,2201,31,Carrier A,186.75,2025-03-15 16:44:00
1190,2202,50,In-House Agency,231.25,2025-11-16 14:16:00
1191,2203,50,In-House Agency,280.61,2025-03-06 08:11:00
1192,2204,36,Carrier A,98.17,2025-01-12 18:16:00
1193,2207,36,In-House Agency,241.77,2025-07-03 09:27:00
1194,2209,10,Carrier B,110.63,2025-02-16 15:59:00
1195,2210,42,In-House Agency,119.19,2025-09-30 16:55:00
1196,2211,19,In-House Agency,269.01,2025-09-18 09:52:00
1197,2214,40,Carrier B,291.1,2025-06-18 14:16:00
1198,2218,9,Carrier B,128.27,2025-05-02 18:02:00
1199,2219,52,Carrier B,258.05,2025-11-05 13:49:00
1200,2221,30,Carrier A,198.45,2025-03-09 19:03:00
1201,2222,34,In-House Agency,193.69,2025-01-11 10:24:00
1202,2224,54,Carrier B,241.89,2025-06-08 10:30:00
1203,2225,56,Carrier B,224.8,2025-04-17 11:57:00
1204,2226,47,In-House Agency,292.48,2025-09-18 16:25:00
1205,2227,15,In-House Agency,207.84,2025-04-01 17:49:00
1206,2228,58,In-House Agency,236.09,2025-06-18 13:26:00
1207,2229,48,Carrier A,188.81,2025-09-02 09:37:00
1208,2231,48,Carrier A,198.66,2025-03-13 09:48:00
1209,2232,32,Carrier A,227.61,2025-08-09 16:23:00
1210,2233,15,Carrier A,135.24,2025-01-21 10:47:00
1211,2234,37,Carrier A,108.02,2025-10-12 16:01:00
1212,2235,29,Carrier B,242.33,2025-08-26 08:18:00
1213,2236,14,Carrier A,278.35,2025-04-09 15:10:00
1214,2237,51,Carrier A,254.41,2025-08-20 13:16:00
1215,2238,39,Carrier A,211.3,2025-04-26 09:10:00
1216,2240,28,Carrier A,192.53,2025-02-02 10:35:00
1217,2243,27,In-House Agency,293.31,2025-09-16 17:53:00
1218,2246,38,Carrier A,147.61,2025-04-26 09:02:00
1219,2247,4,In-House Agency,287.95,2025-03-05 11:54:00
1220,2249,16,Carrier A,96.56,2025-04-12 16:01:00
1221,2251,49,Carrier A,125.67,2025-11-03 15:25:00
1222,2256,18,Carrier A,287.92,2025-09-03 10:44:00
1223,2258,35,Carrier A,171.07,2025-05-18 11:55:00
1224,2260,4,In-House Agency,304.37,2025-09-25 13:44:00
1225,2262,17,Carrier B,260.91,2025-11-18 15:31:00
1226,2263,14,Carrier A,130.67,2025-05-05 15:45:00
1227,2264,19,In-House Agency,208.37,2025-08-12 11:53:00
1228,2267,24,Carrier B,131.29,2025-06-10 10:11:00
1229,2269,20,In-House Agency,97.73,2025-08-18 10:50:00
1230,2271,26,Carrier A,302.02,2025-03-31 13:27:00
1231,2273,37,Carrier B,274.82,2025-04-24 09:05:00
1232,2274,15,Carrier B,236.7,2025-07-18 13:25:00
1233,2276,1,Carrier B,272.62,2025-01-08 18:09:00
1234,2277,44,Carrier B,155.87,2025-03-02 09:27:00
1235,2278,18,Carrier B,207.52,2025-06-02 15:26:00
1236,2279,49,Carrier A,271.04,2025-01-21 14:51:00
1237,2281,12,Carrier B,260.87,2025-06-05 09:49:00
1238,2286,18,In-House Agency,285.41,2025-02-04 15:47:00
1239,2288,2,Carrier A,160.52,2025-01-20 18:40:00
1240,2289,7,Carrier B,251.46,2025-05-31 09:34:00
1241,2290,54,Carrier B,257.33,2025-12-05 14:35:00
1242,2291,58,In-House Agency,225.92,2025-02-08 08:03:00
1243,2294,28,In-House Agency,204.48,2025-01-21 11:01:00
1244,2295,2,Carrier A,185.44,2025-08-01 15:58:00
1245,2298,3,In-House Agency,205.73,2025-07-19 17:55:00
1246,2300,55,Carrier A,151.41,2025-12-13 16:27:00
1247,2301,49,Carrier A,135.17,2025-02-12 08:48:00
1248,2305,35,Carrier A,249.36,2025-08-05 17:34:00
1249,2309,53,Carrier A,215.7,2025-10-05 16:47:00
1250,2315,8,Carrier A,138.77,2025-09-04 16:40:00
1251,2316,34,In-House Agency,132.38,2025-11-27 12:53:00
1252,2318,37,Carrier A,185.94,2025-04-09 17:43:00
1253,2319,52,Carrier A,229.35,2025-08-30 15:03:00
1254,2320,52,Carrier B,230.5,2025-04-04 10:41:00
1255,2321,12,Carrier B,141.21,2025-01-11 17:01:00
1256,2324,42,Carrier B,104.04,2025-08-23 13:14:00
1257,2325,28,Carrier B,241.13,2025-05-13 11:55:00
1258,2327,29,Carrier A,144.63,2025-09-14 08:24:00
1259,2328,30,In-House Agency,161.74,2025-11-08 15:58:00
1260,2329,43,Carrier A,301.67,2025-04-01 17:39:00
1261,2333,26,Carrier A,159.74,2025-10-15 11:16:00
1262,2334,4,In-House Agency,135.76,2025-09-29 17:05:00
1263,2335,1,Carrier A,275.62,2025-02-07 19:47:00
1264,2336,51,Carrier A,141.81,2025-06-10 09:01:00
1265,2337,58,Carrier B,274.06,2025-11-27 14:19:00
1266,2338,1,Carrier B,273.8,2025-06-19 08:36:00
1267,2341,53,Carrier A,196.88,2025-01-18 13:15:00
1268,2344,20,In-House Agency,136.75,2025-05-07 18:39:00
1269,2347,10,In-House Agency,199.12,2025-06-21 11:29:00
1270,2348,20,Carrier A,190.45,2025-05-24 16:26:00
1271,2349,50,Carrier A,262.14,2025-04-28 17:04:00
1272,2351,43,Carrier A,225.08,2025-03-29 09:35:00
1273,2354,16,Carrier A,105.87,2025-11-08 08:37:00
1274,2356,46,Carrier B,260.32,2025-10-10 19:46:00
1275,2361,39,Carrier B,199.79,2025-08-28 16:46:00
1276,2362,36,In-House Agency,114.92,2025-09-10 19:52:00
1277,2367,11,Carrier B,173.12,2025-03-20 12:18:00
1278,2369,13,In-House Agency,167.88,2025-02-14 11:36:00
1279,2371,24,Carrier A,175.4,2025-04-29 16:58:00
1280,2372,14,Carrier B,146.32,2025-07-21 08:23:00
1281,2375,41,Carrier A,259.99,2025-01-20 15:48:00
1282,2379,3,Carrier A,205.47,2025-06-15 09:35:00
1283,2381,55,Carrier B,127.12,2025-05-30 15:39:00
1284,2382,21,Carrier B,211.48,2025-07-29 08:28:00
1285,2383,59,Carrier A,175.51,2025-07-27 11:43:00
1286,2384,41,Carrier B,218.0,2025-02-20 13:08:00
1287,2385,38,In-House Agency,255.25,2025-06-19 11:06:00
1288,2387,48,Carrier B,277.24,2025-02-15 14:37:00
1289,2389,30,Carrier A,308.67,2025-07-23 19:30:00
1290,2391,11,In-House Agency,246.89,2025-01-15 19:30:00
1291,2392,56,Carrier A,270.33,2025-07-28 15:24:00
1292,2393,38,Carrier A,143.12,2025-12-06 16:55:00
1293,2394,44,Carrier A,144.01,2025-04-08 10:33:00
1294,2396,31,Carrier A,291.69,2025-06-22 15:20:00
1295,2397,45,Carrier B,264.55,2025-11-13 11:13:00
1296,2398,12,Carrier A,138.81,2025-08-13 09:26:00
1297,2399,33,Carrier A,139.58,2025-01-21 13:03:00
1298,2400,11,In-House Agency,196.68,2025-11-16 19:19:00
1299,2403,1,In-House Agency,306.15,2025-08-13 18:54:00
1300,2404,26,Carrier B,233.82,2025-05-19 11:06:00
1301,2408,39,In-House Agency,142.82,2025-12-06 17:16:00
1302,2410,35,Carrier A,149.07,2025-12-02 08:44:00
1303,2412,32,In-House Agency,203.36,2025-06-06 15:04:00
1304,2413,50,In-House Agency,198.86,2025-09-18 13:42:00
1305,2414,55,Carrier A,245.05,2025-06-03 12:36:00
1306,2418,16,Carrier A,275.47,2025-01-02 08:36:00
1307,2419,27,In-House Agency,191.67,2025-02-14 16:26:00
1308,2421,23,Carrier A,106.25,2025-09-10 16:28:00
1309,2422,4,Carrier B,280.24,2025-07-03 12:04:00
1310,2424,13,Carrier B,271.43,2025-04-15 08:46:00
1311,2425,3,Carrier B,108.06,2025-11-20 08:51:00
1312,2427,50,In-House Agency,109.24,2025-05-26 17:30:00
1313,2429,8,Carrier B,139.0,2025-04-18 14:48:00
1314,2433,17,In-House Agency,304.62,2025-05-23 10:21:00
1315,2434,40,In-House Agency,189.6,2025-01-13 15:30:00
1316,2435,24,In-House Agency,250.15,2025-03-05 11:00:00
1317,2436,49,Carrier B,117.79,2025-03-12 14:10:00
1318,2438,11,Carrier A,245.46,2025-08-27 14:25:00
1319,2439,59,Carrier B,262.47,2025-12-16 14:52:00
1320,2440,36,Carrier A,235.56,2025-11-01 09:28:00
1321,2442,4,In-House Agency,229.95,2025-01-24 15:03:00
1322,2443,36,Carrier B,185.45,2025-05-29 13:20:00
1323,2444,40,In-House Agency,108.93,2025-12-19 15:38:00
1324,2445,39,Carrier B,183.37,2025-11-22 16:01:00
1325,2446,2,Carrier A,119.62,2025-12-17 18:50:00
1326,2447,2,In-House Agency,264.66,2025-11-24 16:41:00
1327,2449,55,Carrier A,221.74,2025-11-05 10:24:00
1328,2456,29,In-House Agency,283.59,2025-12-17 11:33:00
1329,2457,24,Carrier A,235.05,2025-09-21 19:06:00
1330,2458,60,Carrier A,164.72,2025-04-30 14:52:00
1331,2461,52,In-House Agency,269.19,2025-11-21 08:58:00
1332,2462,15,In-House Agency,163.65,2025-08-06 11:48:00
1333,2464,11,In-House Agency,261.41,2025-11-07 11:45:00
1334,2465,24,In-House Agency,175.16,2025-12-08 16:22:00
1335,2467,20,Carrier B,254.75,2025-05-30 17:22:00
1336,2468,42,Carrier A,167.38,2025-02-15 10:57:00
1337,2480,32,Carrier B,127.19,2025-07-03 12:17:00
1338,2485,58,Carrier B,175.76,2025-11-15 12:51:00
1339,2486,60,In-House Agency,250.23,2025-10-08 11:53:00
1340,2487,18,In-House Agency,144.17,2025-06-01 08:19:00
1341,2489,45,Carrier A,119.61,2025-02-14 19:50:00
1342,2490,34,Carrier A,157.25,2025-09-27 17:20:00
1343,2491,28,Carrier A,116.48,2025-02-18 19:34:00
1344,2493,17,Carrier B,266.66,2025-04-28 09:35:00
1345,2494,3,Carrier B,275.37,2025-11-13 14:41:00
1346,2495,54,Carrier A,175.04,2025-01-07 12:11:00
1347,2496,13,Carrier B,282.97,2025-01-11 18:44:00
1348,2498,7,Carrier B,163.75,2025-05-29 17:36:00
1349,2499,16,Carrier A,308.11,2025-04-16 11:55:00
1350,2502,17,Carrier B,134.03,2025-10-02 14:07:00
1351,2503,11,Carrier A,160.42,2025-05-06 16:25:00
1352,2504,1,Carrier A,251.88,2025-04-04 17:22:00
1353,2505,56,Carrier B,273.53,2025-05-09 13:25:00
1354,2508,56,Carrier B,142.12,2025-11-27 14:54:00
1355,2511,27,Carrier A,157.27,2025-03-08 19:48:00
1356,2512,32,In-House Agency,245.04,2025-11-03 14:12:00
1357,2513,36,In-House Agency,187.27,2025-04-29 18:36:00
1358,2515,57,Carrier A,116.82,2025-10-11 16:41:00
1359,2517,50,In-House Agency,99.11,2025-01-07 10:24:00
1360,2524,45,Carrier A,183.51,2025-07-21 16:14:00
1361,2525,25,Carrier A,217.05,2025-03-02 12:46:00
1362,2526,49,Carrier B,274.14,2025-02-16 18:51:00
1363,2527,7,Carrier A,280.97,2025-05-25 15:38:00
1364,2530,58,Carrier A,255.82,2025-01-24 09:56:00
1365,2532,60,Carrier B,108.2,2025-06-18 15:36:00
1366,2533,7,Carrier A,278.87,2025-09-09 09:50:00
1367,2538,39,Carrier A,225.12,2025-04-23 11:35:00
1368,2540,8,Carrier A,247.65,2025-10-23 09:58:00
1369,2541,43,Carrier B,130.95,2025-08-12 13:11:00
1370,2542,32,In-House Agency,195.31,2025-06-09 16:38:00
1371,2544,33,In-House Agency,252.05,2025-10-24 14:28:00
1372,2546,30,Carrier B,282.9,2025-03-23 15:01:00
1373,2548,25,In-House Agency,190.69,2025-09-23 09:56:00
1374,2549,39,Carrier B,182.64,2025-01-31 11:32:00
1375,2550,8,In-House Agency,128.33,2025-06-30 08:34:00
1376,2551,23,In-House Agency,152.61,2025-11-12 17:51:00
1377,2555,36,Carrier A,278.07,2025-01-25 08:57:00
1378,2557,60,In-House Agency,122.71,2025-12-07 08:11:00
1379,2559,44,In-House Agency,250.96,2025-05-02 19:28:00
1380,2560,1,Carrier B,245.04,2025-06-17 08:34:00
1381,2563,28,Carrier A,192.25,2025-01-09 12:23:00
1382,2565,27,In-House Agency,99.41,2025-12-07 12:12:00
1383,2566,26,Carrier B,279.83,2025-11-15 10:20:00
