lead_id,dealer_id,lead_source,department,status,created_at
2812,16,QR Code,Sales,new,2025-04-20 12:29:00
2813,33,Call Center,Sales,working,2025-06-23 12:52:00
2814,51,Web,Service,working,2025-09-16 09:34:00
2815,44,Web,Sales,working,2025-07-28 15:19:00
2816,1,Web,Sales,new,2025-03-14 12:57:00
2817,27,QR Code,Service,working,2025-06-12 11:39:00
2818,50,Web,Service,closed,2025-10-03 09:31:00
2819,21,QR Code,Service,new,2025-06-25 17:33:00
2820,23,Call Center,Sales,new,2025-11-14 09:37:00
2821,53,Web,Sales,new,2025-05-13 19:38:00
2822,12,Call Center,Sales,closed,2025-06-09 13:36:00
2823,58,Web,Sales,new,2025-04-09 12:46:00
2824,3,Call Center,Service,working,2025-04-08 08:28:00
2825,48,Web,Service,working,2025-07-28 18:49:00
2826,51,QR Code,F&I,closed,2025-10-13 17:06:00
2827,44,QR Code,F&I,new,2025-02-12 08:26:00
2828,59,QR Code,Sales,closed,2025-07-15 09:01:00
2829,9,Web,Sales,working,2025-03-05 16:59:00
2830,26,QR Code,Service,closed,2025-03-29 17:49:00
2831,52,QR Code,Sales,working,2025-02-14 17:14:00
2832,49,QR Code,Service,new,2025-03-09 19:12:00
2833,18,Web,Service,closed,2025-10-14 10:16:00
2834,36,Call Center,Sales,working,2025-08-26 09:18:00
2835,42,QR Code,F&I,closed,2025-01-12 16:25:00
2836,54,Web,Sales,working,2025-04-04 12:56:00
2837,6,QR Code,F&I,closed,2025-11-21 16:21:00
2838,9,QR Code,Sales,closed,2025-04-23 16:59:00
2839,40,Call Center,Sales,closed,2025-05-02 08:26:00
2840,57,QR Code,Sales,new,2025-03-12 09:51:00
2841,13,Web,Sales,working,2025-10-12 15:53:00
2842,43,Call Center,Service,closed,2025-08-17 08:13:00
2843,36,QR Code,Sales,working,2025-03-28 09:37:00
2844,8,Web,Service,closed,2025-05-13 08:23:00
2845,48,Web,Sales,new,2025-07-29 17:21:00
2846,9,QR Code,Sales,new,2025-12-03 16:16:00
2847,49,Web,Service,closed,2025-09-22 19:49:00
2848,24,QR Code,Sales,new,2025-12-06 10:33:00
2849,46,Call Center,Service,new,2025-10-02 16:13:00
2850,28,Web,Service,closed,2025-09-06 08:39:00
2851,18,QR Code,Sales,working,2025-06-15 19:17:00
2852,54,Web,Sales,new,2025-10-22 11:22:00
2853,6,Web,F&I,closed,2025-09-02 19:21:00
2854,11,QR Code,Service,working,2025-09-15 16:45:00
2855,34,QR Code,F&I,new,2025-07-17 14:28:00
2856,17,Call Center,Sales,working,2025-06-21 13:50:00
2857,34,Web,Sales,closed,2025-11-03 08:58:00
2858,37,Web,Service,new,2025-04-16 08:53:00
2859,42,Call Center,Sales,working,2025-11-24 10:08:00
2860,37,QR Code,Service,working,2025-11-18 18:44:00
2861,1,Web,F&I,working,2025-02-06 19:15:00
2862,27,Web,Sales,new,2025-01-09 14:02:00
2863,28,Web,F&I,working,2025-09-06 18:44:00
2864,45,QR Code,Sales,working,2025-03-20 14:28:00
2865,60,Call Center,Service,working,2025-12-16 19:02:00
2866,42,Call Center,Sales,new,2025-12-03 18:31:00
2867,26,QR Code,Sales,working,2025-09-02 19:25:00
2868,22,QR Code,Service,closed,2025-02-12 19:36:00
2869,39,Call Center,Sales,working,2025-09-16 13:04:00
2870,7,Web,Service,new,2025-08-08 16:48:00
2871,16,QR Code,Sales,closed,2025-09-22 15:17:00
2872,31,Web,Sales,closed,2025-01-10 17:16:00
2873,46,QR Code,Service,new,2025-04-18 14:34:00
2874,10,QR Code,Sales,closed,2025-01-02 08:31:00
2875,4,Call Center,Sales,working,2025-12-06 18:16:00
2876,53,Web,Service,working,2025-12-04 10:11:00
2877,47,Web,Sales,working,2025-11-21 16:21:00
2878,24,Call Center,Service,working,2025-08-28 10:15:00
2879,35,Web,Sales,new,2025-07-07 18:47:00
2880,54,Web,Service,working,2025-06-26 15:23:00
2881,7,Web,Sales,new,2025-12-01 16:49:00
2882,41,Call Center,Service,working,2025-11-24 10:15:00
2883,20,Web,Sales,working,2025-01-10 17:28:00
2884,7,QR Code,F&I,closed,2025-05-11 17:31:00
2885,52,Web,Sales,working,2025-05-06 19:20:00
2886,3,QR Code,Sales,working,2025-09-23 13:45:00
2887,3,Web,Sales,closed,2025-03-04 14:06:00
2888,49,Web,Service,working,2025-02-23 15:36:00
2889,18,Call Center,Sales,working,2025-10-22 19:38:00
2890,10,QR Code,Service,closed,2025-02-26 11:42:00
2891,24,Web,Service,closed,2025-12-11 14:02:00
2892,23,Call Center,Service,new,2025-02-24 12:12:00
2893,15,Web,F&I,new,2025-08-10 13:30:00
2894,47,Web,Sales,new,2025-10-18 19:17:00
2895,59,QR Code,Service,working,2025-08-22 18:27:00
2896,36,Web,Service,closed,2025-03-20 10:54:00
2897,17,Call Center,F&I,closed,2025-02-04 14:27:00
2898,7,Call Center,Service,new,2025-02-15 10:04:00
2899,37,Web,Service,working,2025-03-17 14:48:00
2900,29,QR Code,Service,working,2025-05-16 13:44:00
2901,8,Call Center,Service,closed,2025-09-24 16:42:00
2902,58,Call Center,Sales,working,2025-06-25 11:32:00
2903,44,Call Center,Sales,closed,2025-06-23 18:41:00
2904,50,QR Code,Service,working,2025-02-21 15:05:00
2905,16,Call Center,Sales,new,2025-04-12 09:07:00
2906,19,Web,Sales,closed,2025-08-28 08:26:00
2907,31,Call Center,F&I,new,2025-08-11 15:24:00
2908,54,QR Code,Sales,new,2025-02-03 15:09:00
2909,53,Call Center,Sales,closed,2025-10-22 10:24:00
2910,42,Web,Sales,working,2025-06-18 15:19:00
2911,49,QR Code,Service,working,2025-04-29 12:50:00
2912,3,QR Code,Service,working,2025-10-17 18:00:00
2913,29,Call Center,Sales,new,2025-12-16 19:55:00
2914,30,Web,Sales,new,2025-01-06 13:59:00
2915,1,Call Center,Sales,closed,2025-03-13 19:59:00
2916,36,Web,Sales,working,2025-09-19 16:00:00
2917,54,QR Code,Sales,working,2025-11-15 13:28:00
2918,23,Call Center,F&I,closed,2025-03-04 09:19:00
2919,38,QR Code,Sales,new,2025-09-04 13:51:00
2920,39,Call Center,Sales,working,2025-08-21 09:54:00
2921,4,Web,Sales,working,2025-10-21 19:24:00
2922,36,Web,Sales,working,2025-10-30 14:35:00
2923,43,Call Center,Sales,working,2025-08-12 11:19:00
2924,43,Call Center,Service,working,2025-04-30 11:02:00
2925,47,Web,F&I,working,2025-08-20 12:55:00
2926,14,QR Code,Sales,working,2025-03-01 14:01:00
2927,55,Call Center,Sales,working,2025-05-29 17:49:00
2928,58,QR Code,Service,working,2025-07-04 15:26:00
2929,7,Call Center,Sales,closed,2025-02-25 15:25:00
2930,30,QR Code,Sales,working,2025-03-18 10:10:00
2931,44,Call Center,Sales,closed,2025-01-13 16:16:00
2932,25,Web,Service,new,2025-09-28 14:24:00
2933,47,Call Center,F&I,closed,2025-11-02 19:55:00
2934,3,Web,F&I,working,2025-11-16 15:38:00
2935,10,Call Center,Sales,closed,2025-07-12 10:56:00
2936,49,Call Center,Service,new,2025-08-16 08:28:00
2937,23,Call Center,Sales,working,2025-03-05 10:11:00
2938,3,QR Code,F&I,closed,2025-07-28 10:18:00
2939,14,QR Code,F&I,working,2025-11-12 12:24:00
2940,17,QR Code,F&I,working,2025-04-27 17:22:00
2941,13,Web,Sales,working,2025-06-24 13:49:00
2942,54,Call Center,Service,working,2025-01-25 12:33:00
2943,36,Web,Sales,working,2025-06-22 11:06:00
2944,58,QR Code,Service,working,2025-03-15 11:28:00
2945,28,QR Code,Service,working,2025-10-09 16:25:00
2946,58,QR Code,F&I,working,2025-02-17 16:25:00
2947,60,QR Code,Service,closed,2025-04-17 10:34:00
2948,37,Web,Sales,closed,2025-09-26 15:12:00
2949,45,Web,Service,working,2025-02-09 17:23:00
2950,12,Call Center,Sales,closed,2025-10-23 17:25:00
2951,2,Call Center,Service,new,2025-06-15 16:31:00
2952,47,Call Center,Sales,working,2025-12-02 13:19:00
2953,43,Call Center,F&I,working,2025-02-04 14:26:00
2954,37,Web,Sales,new,2025-08-18 11:55:00
2955,4,QR Code,F&I,working,2025-09-04 12:47:00
2956,10,QR Code,Sales,working,2025-05-02 16:45:00
2957,28,Call Center,F&I,working,2025-01-26 15:38:00
2958,22,QR Code,Sales,closed,2025-09-14 15:00:00
2959,55,QR Code,Sales,closed,2025-09-05 10:22:00
2960,47,Call Center,Sales,closed,2025-06-30 10:36:00
2961,22,Call Center,Sales,new,2025-09-16 13:34:00
2962,41,Web,Service,new,2025-07-10 14:53:00
2963,60,Web,Service,new,2025-08-24 12:58:00
2964,34,Call Center,Service,new,2025-10-07 12:41:00
2965,51,QR Code,Sales,closed,2025-08-29 14:45:00
2966,31,Web,Sales,closed,2025-03-29 12:12:00
2967,22,QR Code,F&I,closed,2025-06-05 15:10:00
2968,56,Web,Sales,working,2025-07-12 14:48:00
2969,20,QR Code,F&I,closed,2025-04-25 08:53:00
2970,42,QR Code,Sales,working,2025-01-10 15:37:00
2971,4,Call Center,Service,closed,2025-11-17 12:00:00
2972,27,Web,Sales,working,2025-07-01 10:18:00
2973,26,QR Code,Service,closed,2025-07-15 10:08:00
2974,15,QR Code,Service,closed,2025-01-28 12:59:00
2975,4,QR Code,Sales,working,2025-02-21 11:06:00
2976,8,Call Center,Service,working,2025-08-24 12:58:00
2977,40,Call Center,F&I,closed,2025-04-25 16:47:00
2978,44,QR Code,Sales,working,2025-08-01 09:22:00
2979,11,Web,Service,new,2025-06-04 14:20:00
2980,46,Call Center,Sales,working,2025-11-22 14:04:00
2981,42,Web,Sales,closed,2025-06-09 15:15:00
2982,46,Web,Sales,new,2025-06-16 19:58:00
2983,47,QR Code,Sales,working,2025-02-01 12:36:00
2984,2,Web,F&I,closed,2025-05-22 18:37:00
2985,51,Web,Sales,working,2025-12-19 16:44:00
2986,16,Web,Sales,working,2025-01-11 11:40:00
2987,44,Call Center,Sales,new,2025-04-17 14:19:00
2988,53,Call Center,Sales,new,2025-08-23 13:02:00
2989,6,Web,Sales,working,2025-07-07 08:51:00
2990,18,QR Code,Sales,new,2025-11-21 10:57:00
2991,44,Web,F&I,working,2025-12-12 12:04:00
2992,53,Web,Service,new,2025-01-19 17:05:00
2993,53,Call Center,Sales,closed,2025-06-26 11:46:00
2994,40,Call Center,Service,working,2025-05-11 09:21:00
2995,55,Web,Sales,new,2025-06-10 14:27:00
2996,12,QR Code,Service,working,2025-09-21 14:15:00
2997,43,QR Code,Service,closed,2025-12-09 14:15:00
2998,36,Web,Sales,working,2025-12-04 18:41:00
2999,45,Call Center,F&I,closed,2025-08-05 08:47:00
3000,3,Call Center,Sales,working,2025-02-25 14:46:00
3001,34,QR Code,Sales,closed,2025-09-14 11:02:00
3002,27,Web,Service,closed,2025-09-18 13:05:00
3003,41,QR Code,Sales,working,2025-01-19 14:48:00
3004,49,Web,Sales,closed,2025-03-24 08:00:00
3005,36,QR Code,Service,working,2025-02-27 15:09:00
3006,30,Web,Sales,new,2025-04-18 15:33:00
3007,39,QR Code,F&I,working,2025-10-27 09:41:00
3008,17,Web,Sales,new,2025-07-18 14:24:00
3009,49,Call Center,Sales,working,2025-09-09 13:27:00
3010,16,QR Code,Sales,closed,2025-02-15 18:28:00
3011,23,Web,Service,new,2025-08-08 11:49:00
3012,31,QR Code,Service,working,2025-02-25 09:23:00
3013,19,Web,Sales,new,2025-06-22 13:18:00
3014,3,QR Code,Service,closed,2025-09-17 17:37:00
3015,54,QR Code,Service,working,2025-04-17 18:29:00
3016,34,QR Code,Sales,new,2025-04-23 17:05:00
3017,18,Web,F&I,closed,2025-02-24 18:26:00
3018,45,Web,Sales,closed,2025-04-10 14:10:00
3019,9,Web,Sales,working,2025-04-25 19:29:00
3020,48,Web,Sales,closed,2025-01-23 18:10:00
3021,33,Web,Sales,working,2025-01-07 14:02:00
3022,52,Call Center,Sales,new,2025-02-28 15:33:00
3023,50,Web,Service,new,2025-05-22 17:35:00
3024,10,Call Center,Sales,working,2025-01-08 19:35:00
3025,20,Call Center,Sales,new,2025-07-07 09:58:00
3026,8,Call Center,Service,new,2025-05-15 18:36:00
3027,6,QR Code,Service,new,2025-09-14 09:52:00
3028,52,Call Center,Service,working,2025-11-12 18:43:00
3029,57,QR Code,Sales,closed,2025-06-05 16:42:00
3030,19,Call Center,Sales,new,2025-02-02 12:05:00
3031,46,Call Center,Sales,new,2025-04-29 15:55:00
3032,1,Web,Sales,closed,2025-06-08 13:26:00
3033,5,Call Center,Sales,working,2025-01-12 14:17:00
3034,51,Web,Service,new,2025-01-28 11:13:00
3035,60,Web,Sales,closed,2025-08-19 17:39:00
3036,34,Call Center,Service,new,2025-08-19 11:38:00
3037,1,Call Center,Sales,working,2025-07-17 15:22:00
3038,26,Call Center,Service,new,2025-05-04 09:01:00
3039,39,QR Code,Sales,working,2025-07-27 09:10:00
3040,30,Web,F&I,working,2025-11-03 18:40:00
3041,34,Web,Sales,closed,2025-10-30 09:29:00
3042,59,Web,Sales,new,2025-08-22 15:31:00
3043,49,QR Code,Sales,closed,2025-04-24 12:38:00
3044,5,Call Center,Sales,working,2025-08-15 08:02:00
3045,29,Call Center,Sales,closed,2025-05-24 18:33:00
3046,31,Call Center,Service,closed,2025-12-15 11:23:00
3047,12,QR Code,Sales,working,2025-07-16 11:46:00
3048,7,Call Center,F&I,working,2025-08-21 14:44:00
3049,18,Web,Service,new,2025-09-17 11:50:00
3050,36,QR Code,Sales,working,2025-06-28 18:15:00
3051,10,QR Code,Service,closed,2025-09-03 15:42:00
3052,51,Web,F&I,working,2025-03-05 15:59:00
3053,15,Web,Service,new,2025-06-13 19:07:00
3054,60,Web,Sales,working,2025-07-09 11:52:00
3055,45,Web,Sales,working,2025-11-02 18:40:00
3056,24,Call Center,Service,new,2025-09-06 17:45:00
3057,26,QR Code,Sales,new,2025-07-23 13:20:00
3058,6,QR Code,Service,new,2025-02-26 09:52:00
3059,41,Call Center,Sales,new,2025-09-21 11:00:00
3060,4,QR Code,F&I,closed,2025-12-15 16:54:00
3061,32,Web,F&I,new,2025-12-13 18:26:00
3062,24,QR Code,Sales,closed,2025-06-12 10:08:00
3063,50,QR Code,Sales,new,2025-09-29 08:26:00
3064,41,QR Code,Sales,new,2025-11-18 10:12:00
3065,13,QR Code,Service,new,2025-06-12 14:54:00
3066,43,QR Code,Sales,new,2025-02-04 18:11:00
3067,9,Call Center,F&I,closed,2025-10-01 14:51:00
3068,17,QR Code,Sales,new,2025-11-06 10:20:00
3069,18,QR Code,Service,closed,2025-05-08 19:34:00
3070,34,Web,Sales,working,2025-01-13 09:53:00
3071,50,Web,Service,new,2025-11-24 15:33:00
3072,18,Call Center,Sales,new,2025-07-19 14:11:00
3073,26,QR Code,Sales,new,2025-07-22 11:20:00
3074,15,QR Code,Sales,working,2025-08-22 15:54:00
3075,49,Call Center,Sales,closed,2025-06-27 10:16:00
3076,18,Call Center,Sales,working,2025-12-16 18:13:00
3077,60,Call Center,Sales,closed,2025-08-22 14:09:00
3078,26,Web,F&I,new,2025-12-01 09:10:00
3079,16,QR Code,F&I,closed,2025-01-17 10:36:00
3080,41,QR Code,Sales,closed,2025-05-10 15:14:00
3081,54,Call Center,Sales,working,2025-03-29 18:45:00
3082,23,QR Code,Sales,new,2025-05-29 08:30:00
3083,44,Web,Service,new,2025-02-05 15:39:00
3084,49,QR Code,Sales,new,2025-04-18 10:39:00
3085,21,Web,Sales,closed,2025-06-30 08:01:00
3086,57,Call Center,Sales,closed,2025-02-11 12:44:00
3087,1,Call Center,Sales,working,2025-08-20 08:09:00
3088,34,Call Center,Service,new,2025-04-29 18:17:00
3089,57,Web,Sales,working,2025-11-24 13:51:00
3090,2,Call Center,F&I,closed,2025-11-07 14:14:00
3091,20,Call Center,Sales,new,2025-01-05 12:23:00
3092,17,Web,Sales,closed,2025-10-25 16:18:00
3093,7,Web,Sales,closed,2025-09-08 14:53:00
3094,34,QR Code,Sales,new,2025-01-02 09:22:00
3095,46,Call Center,Service,new,2025-08-01 09:21:00
3096,46,Web,Sales,new,2025-06-19 19:10:00
3097,42,QR Code,Sales,working,2025-08-16 12:47:00
3098,48,Call Center,Sales,new,2025-12-13 09:05:00
3099,54,Web,Sales,closed,2025-04-03 16:34:00
3100,2,Call Center,Sales,working,2025-05-02 16:57:00
3101,1,Web,Sales,closed,2025-10-31 14:04:00
3102,55,Call Center,Sales,new,2025-06-08 13:44:00
3103,3,QR Code,Service,closed,2025-06-16 14:28:00
3104,51,QR Code,Service,new,2025-08-18 08:45:00
3105,21,Call Center,Sales,working,2025-12-16 08:35:00
3106,58,QR Code,Sales,new,2025-07-02 09:56:00
3107,59,Call Center,Sales,working,2025-09-21 18:47:00
3108,15,QR Code,F&I,working,2025-01-04 12:24:00
3109,48,QR Code,Sales,closed,2025-03-01 17:48:00
3110,37,Call Center,Sales,closed,2025-11-01 13:44:00
3111,57,QR Code,Sales,new,2025-09-23 16:23:00
3112,36,QR Code,Sales,closed,2025-11-11 09:34:00
3113,17,QR Code,Sales,closed,2025-05-01 11:03:00
3114,58,Call Center,Service,working,2025-10-19 11:31:00
3115,40,QR Code,Service,closed,2025-10-26 18:52:00
3116,3,Web,Sales,new,2025-08-20 19:27:00
3117,54,QR Code,Sales,working,2025-07-01 08:59:00
3118,17,Web,Sales,closed,2025-05-08 11:58:00
3119,22,QR Code,Service,closed,2025-11-17 19:03:00
3120,21,QR Code,Service,closed,2025-08-19 15:21:00
3121,14,QR Code,Sales,closed,2025-06-06 11:03:00
3122,42,Call Center,Service,working,2025-12-10 15:24:00
3123,35,Web,Sales,new,2025-04-22 11:12:00
3124,33,Web,Sales,new,2025-06-14 14:37:00
3125,22,QR Code,Sales,new,2025-03-08 19:11:00
3126,46,Call Center,Sales,working,2025-06-19 10:16:00
3127,4,Call Center,F&I,new,2025-04-07 12:30:00
3128,23,Call Center,F&I,new,2025-08-20 08:02:00
3129,26,Call Center,Sales,closed,2025-02-26 11:59:00
3130,6,Call Center,Sales,closed,2025-11-22 08:53:00
3131,41,Web,Sales,working,2025-01-14 14:35:00
3132,16,Call Center,F&I,working,2025-12-10 13:20:00
3133,22,Web,Sales,working,2025-10-25 11:45:00
3134,20,Call Center,Service,working,2025-04-21 14:54:00
3135,37,Call Center,Sales,working,2025-11-04 08:01:00
3136,60,Call Center,Sales,closed,2025-10-16 10:09:00
3137,30,Call Center,Sales,working,2025-11-07 08:58:00
3138,22,Call Center,Sales,new,2025-12-14 11:37:00
3139,17,QR Code,Sales,working,2025-06-08 17:30:00
3140,59,Web,Sales,new,2025-02-28 16:41:00
3141,54,QR Code,Sales,closed,2025-02-07 14:50:00
3142,10,Call Center,F&I,new,2025-02-27 08:30:00
3143,57,QR Code,Sales,working,2025-03-16 15:47:00
3144,36,Call Center,Sales,new,2025-03-16 10:44:00
3145,54,Call Center,F&I,new,2025-01-14 14:36:00
3146,58,Web,Sales,working,2025-05-30 13:32:00
3147,9,Web,Sales,closed,2025-05-19 14:52:00
3148,2,Web,F&I,working,2025-11-28 15:09:00
3149,17,Call Center,Sales,new,2025-06-25 15:35:00
3150,31,Web,Service,new,2025-08-28 14:05:00
3151,4,Call Center,Sales,new,2025-11-03 14:43:00
3152,46,Web,Sales,working,2025-11-26 08:00:00
3153,45,Web,Sales,working,2025-11-25 17:53:00
3154,57,Web,Sales,closed,2025-03-31 13:15:00
3155,44,Web,Sales,working,2025-12-18 08:05:00
3156,6,QR Code,Service,closed,2025-11-12 08:33:00
3157,44,Web,F&I,new,2025-07-24 13:10:00
3158,4,Call Center,Sales,closed,2025-05-26 17:23:00
3159,39,Web,Service,closed,2025-07-14 12:26:00
3160,37,Call Center,Service,new,2025-01-01 09:31:00
3161,24,QR Code,Sales,working,2025-01-15 08:09:00
3162,15,QR Code,Sales,new,2025-12-16 08:43:00
3163,56,Web,Sales,closed,2025-11-03 15:47:00
3164,49,QR Code,Service,new,2025-05-13 12:05:00
3165,58,Call Center,Sales,closed,2025-04-07 11:55:00
3166,35,QR Code,Service,working,2025-02-28 08:53:00
3167,3,QR Code,Sales,closed,2025-07-05 14:33:00
3168,48,QR Code,Sales,working,2025-01-24 12:21:00
3169,48,Call Center,Sales,new,2025-10-30 09:44:00
3170,59,Web,Service,new,2025-09-23 16:16:00
3171,23,Web,Sales,closed,2025-10-23 11:03:00
3172,30,QR Code,Sales,closed,2025-04-12 08:56:00
3173,57,Call Center,Service,working,2025-03-21 12:09:00
3174,19,Call Center,Service,closed,2025-10-07 15:58:00
3175,56,QR Code,Service,new,2025-02-22 12:30:00
3176,17,QR Code,Sales,working,2025-11-08 12:24:00
3177,36,QR Code,Sales,new,2025-05-10 09:16:00
3178,23,QR Code,Service,new,2025-03-15 14:28:00
3179,54,QR Code,F&I,closed,2025-08-08 18:39:00
3180,19,Call Center,Sales,new,2025-02-05 17:59:00
3181,47,QR Code,F&I,working,2025-10-25 08:44:00
3182,5,Call Center,Sales,new,2025-10-25 16:38:00
3183,31,Call Center,Sales,closed,2025-11-06 13:26:00
3184,45,Call Center,F&I,working,2025-05-03 08:42:00
3185,29,Web,Sales,new,2025-11-22 11:53:00
3186,32,QR Code,Sales,closed,2025-02-04 10:18:00
3187,9,Call Center,Sales,closed,2025-11-17 08:31:00
3188,58,Web,Sales,closed,2025-07-22 12:22:00
3189,33,QR Code,Sales,new,2025-06-19 13:27:00
3190,36,QR Code,Sales,new,2025-12-15 09:10:00
3191,34,Web,Sales,new,2025-10-04 13:53:00
3192,18,QR Code,F&I,closed,2025-07-19 16:48:00
3193,19,Call Center,Sales,new,2025-08-18 11:05:00
3194,54,Call Center,Service,closed,2025-12-12 16:55:00
3195,6,Call Center,Service,new,2025-03-27 11:55:00
3196,60,QR Code,Sales,working,2025-09-04 16:44:00
3197,22,Web,Sales,working,2025-04-06 19:24:00
3198,47,Call Center,Sales,working,2025-05-05 15:35:00
3199,43,Call Center,Service,working,2025-10-02 18:40:00
3200,12,QR Code,Sales,working,2025-04-09 15:41:00
3201,3,Web,Sales,working,2025-01-29 16:22:00
3202,31,Call Center,F&I,working,2025-04-22 11:47:00
3203,53,Call Center,Sales,working,2025-03-06 08:19:00
3204,51,Call Center,Service,new,2025-05-11 13:21:00
3205,3,Call Center,Sales,working,2025-05-31 16:34:00
3206,5,QR Code,Sales,working,2025-07-04 14:55:00
3207,15,Web,Service,working,2025-09-28 14:38:00
3208,32,Call Center,Sales,new,2025-04-27 17:54:00
3209,43,Call Center,Sales,closed,2025-08-05 12:20:00
3210,38,Web,F&I,working,2025-12-13 12:02:00
3211,16,QR Code,Sales,new,2025-10-22 11:46:00
3212,32,Web,Sales,new,2025-02-16 11:22:00
3213,3,QR Code,Sales,new,2025-10-04 13:52:00
3214,2,QR Code,Service,working,2025-03-08 10:32:00
3215,5,Web,Sales,working,2025-06-13 18:39:00
3216,22,Web,Service,working,2025-10-18 13:01:00
3217,21,Call Center,Service,working,2025-11-29 10:36:00
3218,6,Call Center,Sales,working,2025-08-15 12:57:00
3219,60,Web,F&I,closed,2025-02-01 18:32:00
3220,54,Web,Sales,working,2025-07-11 13:09:00
3221,25,Web,Sales,new,2025-11-15 16:46:00
3222,10,Call Center,Sales,closed,2025-06-03 13:43:00
3223,12,Call Center,Service,working,2025-02-16 12:00:00
3224,12,Call Center,F&I,working,2025-10-26 11:18:00
3225,51,QR Code,Sales,new,2025-01-12 19:05:00
3226,58,Web,Service,closed,2025-01-20 10:22:00
3227,52,Call Center,F&I,working,2025-12-02 12:26:00
3228,48,Web,Service,closed,2025-04-30 13:30:00
3229,58,Web,Sales,new,2025-08-25 10:31:00
3230,40,QR Code,Service,closed,2025-02-14 09:14:00
3231,42,QR Code,Sales,working,2025-09-28 18:26:00
3232,56,Call Center,Sales,new,2025-10-30 18:13:00
3233,56,Web,Sales,working,2025-11-17 19:56:00
3234,5,Call Center,Sales,closed,2025-09-05 11:44:00
3235,19,Web,Service,new,2025-01-19 09:15:00
3236,51,Call Center,Service,new,2025-03-23 12:51:00
3237,4,Web,Sales,closed,2025-09-11 10:22:00
3238,42,Call Center,Sales,working,2025-08-24 19:13:00
3239,6,QR Code,Service,new,2025-11-30 13:49:00
3240,49,Call Center,F&I,closed,2025-08-14 17:24:00
3241,14,Web,Sales,working,2025-01-31 08:00:00
3242,26,QR Code,Service,closed,2025-07-23 10:49:00
3243,21,Call Center,Service,closed,2025-09-25 15:55:00
3244,18,Call Center,Sales,new,2025-12-02 11:11:00
3245,50,Web,Sales,closed,2025-09-09 16:44:00
3246,39,QR Code,Sales,new,2025-01-03 16:54:00
3247,59,QR Code,Sales,working,2025-10-05 16:21:00
3248,23,Call Center,Sales,new,2025-06-11 17:26:00
3249,14,QR Code,F&I,new,2025-06-09 14:31:00
3250,54,Call Center,Sales,new,2025-11-22 16:01:00
3251,27,Web,Sales,closed,2025-08-04 15:45:00
3252,23,QR Code,Sales,working,2025-03-28 08:07:00
3253,18,Call Center,Sales,new,2025-05-10 16:07:00
3254,46,QR Code,Sales,new,2025-04-20 09:26:00
3255,39,Web,Service,new,2025-03-27 13:21:00
3256,49,Call Center,Sales,new,2025-05-11 12:51:00
3257,51,Call Center,Sales,new,2025-08-06 09:05:00
3258,27,Call Center,Sales,new,2025-11-26 11:33:00
3259,42,QR Code,F&I,new,2025-08-16 14:51:00
3260,38,Web,Sales,closed,2025-04-10 17:36:00
3261,53,QR Code,Sales,working,2025-09-28 11:55:00
3262,31,Call Center,Sales,working,2025-08-26 10:51:00
3263,8,Call Center,Sales,working,2025-06-06 12:18:00
3264,25,QR Code,Sales,new,2025-08-08 09:47:00
3265,31,Web,Sales,working,2025-07-01 10:32:00
3266,60,QR Code,F&I,new,2025-02-04 12:19:00
3267,14,Call Center,Service,working,2025-10-10 12:58:00
3268,39,QR Code,Sales,closed,2025-09-07 08:03:00
3269,40,QR Code,Service,working,2025-05-26 14:04:00
3270,16,Web,F&I,closed,2025-01-21 12:35:00
3271,57,Web,Service,new,2025-05-06 16:12:00
3272,31,QR Code,Sales,working,2025-03-28 19:22:00
3273,43,QR Code,F&I,new,2025-09-09 18:13:00
3274,46,Call Center,Service,working,2025-08-30 16:35:00
3275,30,QR Code,F&I,closed,2025-01-20 12:04:00
3276,60,Web,Service,new,2025-01-02 09:26:00
3277,7,QR Code,Sales,closed,2025-10-26 15:23:00
3278,12,Web,Sales,closed,2025-06-04 18:33:00
3279,55,Web,F&I,new,2025-11-30 11:31:00
3280,43,Web,Sales,closed,2025-09-05 15:29:00
3281,7,Call Center,Service,closed,2025-03-22 16:53:00
3282,2,QR Code,Sales,closed,2025-03-17 11:35:00
3283,54,QR Code,F&I,working,2025-10-20 09:26:00
3284,54,Call Center,Service,closed,2025-01-08 15:00:00
3285,48,Call Center,Sales,new,2025-10-31 15:33:00
3286,34,QR Code,Service,working,2025-11-20 19:45:00
3287,49,Call Center,Sales,working,2025-10-24 19:02:00
3288,57,Call Center,Sales,working,2025-09-21 17:09:00
3289,45,Web,Service,closed,2025-08-11 15:55:00
3290,52,QR Code,F&I,working,2025-05-27 14:20:00
3291,29,Web,Sales,closed,2025-10-28 13:00:00
3292,52,Call Center,Sales,new,2025-01-21 10:03:00
3293,60,Web,Sales,new,2025-07-10 17:58:00
3294,3,Web,Service,new,2025-08-25 19:24:00
3295,24,Call Center,Sales,closed,2025-03-04 11:30:00
3296,37,Call Center,Sales,working,2025-10-31 11:25:00
3297,50,QR Code,F&I,new,2025-07-28 10:31:00
3298,11,Call Center,Sales,new,2025-09-24 15:43:00
3299,46,QR Code,Service,new,2025-08-30 08:34:00
3300,20,QR Code,Sales,new,2025-03-14 11:47:00
3301,24,QR Code,Service,new,2025-07-24 10:23:00
3302,58,QR Code,F&I,working,2025-10-08 15:14:00
3303,37,Web,Sales,closed,2025-12-04 18:24:00
