policy_id,quote_id,lead_id,dealer_id,carrier,monthly_premium,term_months,bound_at
748,1989,3665,15,In-House Agency,184.92,6,2025-11-30 08:00:00
749,1990,3666,9,In-House Agency,149.05,12,2025-07-28 13:13:00
750,1995,3679,60,In-House Agency,245.64,12,2025-01-23 08:37:00
751,1999,3692,17,In-House Agency,221.67,12,2025-05-18 13:25:00
752,2000,3696,10,Carrier B (DCO),264.35,6,2025-05-16 13:49:00
753,2009,3714,43,Carrier B (DCO),304.12,12,2025-08-21 18:08:00
754,2016,3726,46,Carrier B (DCO),298.08,6,2025-10-05 19:27:00
755,2019,3730,44,Carrier A (DCO),211.11,6,2025-11-16 13:40:00
756,2020,3731,5,In-House Agency,153.19,12,2025-10-23 13:27:00
757,2021,3732,27,Carrier A (DCO),156.91,6,2025-05-01 18:34:00
758,2022,3733,6,In-House Agency,275.21,6,2025-05-28 10:56:00
759,2023,3734,19,In-House Agency,224.05,6,2025-09-30 17:40:00
760,2025,3737,60,Carrier B (DCO),189.78,12,2025-03-15 11:21:00
761,2027,3739,38,Carrier A (DCO),273.94,6,2025-05-07 11:56:00
762,2028,3740,17,In-House Agency,304.07,12,2025-05-01 15:30:00
763,2030,3742,10,In-House Agency,292.82,12,2025-08-19 18:11:00
764,2031,3743,12,Carrier A (DCO),95.83,12,2025-01-24 11:25:00
765,2034,3750,31,In-House Agency,236.49,12,2025-08-22 14:40:00
766,2036,3755,23,In-House Agency,293.13,6,2025-10-22 10:36:00
767,2037,3756,54,Carrier A (DCO),134.56,12,2025-07-30 13:30:00
768,2039,3761,20,In-House Agency,307.69,6,2025-12-16 16:16:00
769,2042,3770,20,In-House Agency,241.64,6,2025-08-10 12:40:00
770,2045,3780,57,Carrier B (DCO),133.78,6,2025-04-04 13:09:00
771,2051,3790,12,In-House Agency,141.16,6,2025-04-22 18:47:00
772,2054,3794,35,Carrier A (DCO),204.05,6,2025-08-08 08:10:00
773,2055,3796,22,Carrier A (DCO),225.79,12,2025-04-28 08:28:00
774,2057,3799,47,Carrier B (DCO),295.76,6,2025-04-27 15:57:00
775,2058,3802,9,Carrier B (DCO),287.51,6,2025-01-15 13:01:00
776,2059,3803,12,Carrier B (DCO),279.01,12,2025-06-11 08:42:00
777,2064,3811,11,Carrier B (DCO),231.76,12,2025-08-22 11:23:00
778,2065,3818,39,Carrier B (DCO),148.52,6,2025-02-14 14:40:00
779,2066,3821,17,In-House Agency,185.21,12,2025-12-23 12:17:00
780,2067,3822,24,Carrier A (DCO),113.07,12,2025-07-16 12:36:00
781,2068,3823,22,Carrier A (DCO),279.1,12,2025-09-05 09:10:00
782,2069,3824,40,Carrier A (DCO),288.95,12,2025-03-11 10:16:00
783,2073,3830,53,In-House Agency,221.92,12,2025-12-06 11:47:00
784,2079,3842,39,Carrier B (DCO),249.78,12,2025-12-01 19:43:00
785,2080,3843,35,Carrier B (DCO),304.21,12,2025-02-25 16:40:00
786,2082,3848,4,Carrier A (DCO),167.32,12,2025-09-23 08:52:00
787,2087,3857,25,Carrier B (DCO),255.78,6,2025-05-17 08:25:00
788,2092,3866,4,Carrier B (DCO),138.44,6,2025-04-22 14:39:00
789,2094,3869,34,Carrier A (DCO),187.92,6,2025-06-17 13:40:00
790,2100,3879,44,In-House Agency,295.66,6,2025-07-04 18:21:00
791,2102,3882,7,Carrier A (DCO),267.41,12,2025-08-08 15:20:00
792,2103,3883,54,Carrier A (DCO),281.88,12,2025-04-16 09:22:00
793,2104,3884,44,Carrier B (DCO),254.68,12,2025-02-04 09:55:00
794,2105,3885,27,Carrier A (DCO),178.42,12,2025-08-15 13:07:00
795,2106,3887,27,In-House Agency,181.88,12,2025-04-12 17:28:00
796,2111,3892,30,Carrier A (DCO),185.31,6,2025-12-25 13:26:00
797,2112,3893,31,Carrier B (DCO),130.73,6,2025-04-22 12:56:00
798,2114,3902,40,In-House Agency,205.82,12,2025-06-17 17:03:00
799,2117,3905,7,Carrier B (DCO),214.42,12,2025-11-05 10:18:00
800,2119,3907,11,Carrier B (DCO),152.67,12,2025-01-07 13:28:00
801,2120,3909,49,In-House Agency,270.14,12,2025-07-26 11:42:00
802,2122,3916,7,Carrier A (DCO),308.98,6,2025-10-21 11:59:00
803,2124,3920,38,Carrier A (DCO),221.62,12,2025-11-25 15:12:00
804,2127,3925,34,In-House Agency,264.3,6,2025-01-30 08:28:00
805,2128,3929,7,Carrier A (DCO),125.84,12,2025-04-24 18:50:00
806,2133,3937,29,Carrier B (DCO),121.32,6,2025-01-10 11:14:00
807,2139,3946,24,Carrier A (DCO),211.84,12,2025-03-02 19:26:00
808,2140,3949,56,Carrier B (DCO),204.47,12,2025-11-08 19:47:00
809,2141,3950,58,Carrier A (DCO),159.64,12,2025-07-02 08:21:00
810,2143,3952,18,In-House Agency,255.7,12,2025-12-26 17:59:00
811,2145,3955,13,Carrier A (DCO),295.63,12,2025-03-09 10:22:00
812,2147,3960,1,In-House Agency,220.61,6,2025-06-13 19:50:00
813,2150,3963,42,Carrier A (DCO),147.48,12,2025-11-28 10:47:00
814,2159,3978,11,In-House Agency,301.01,6,2025-10-27 08:32:00
815,2161,3980,55,Carrier A (DCO),144.81,6,2025-06-24 13:02:00
816,2164,3986,49,Carrier B (DCO),120.35,6,2025-05-27 09:03:00
817,2169,3995,14,Carrier B (DCO),127.14,6,2025-12-16 15:24:00
818,2173,4001,24,In-House Agency,138.12,6,2025-07-26 14:34:00
819,2176,4004,52,Carrier B (DCO),133.92,6,2025-02-09 08:16:00
820,2177,4006,8,In-House Agency,303.29,12,2025-03-23 18:10:00
821,2181,4013,34,Carrier A (DCO),192.49,12,2025-04-04 17:52:00
822,2182,4021,7,Carrier B (DCO),176.06,6,2025-09-05 14:43:00
823,2186,4030,45,Carrier A (DCO),245.84,6,2025-07-03 18:03:00
824,2188,4036,60,Carrier A (DCO),162.79,12,2025-12-09 15:00:00
825,2190,4039,21,Carrier B (DCO),234.35,6,2025-10-20 15:51:00
826,2193,4045,29,Carrier A (DCO),131.08,12,2025-02-03 08:49:00
827,2201,4063,43,Carrier A (DCO),203.36,6,2025-10-30 17:15:00
828,2203,4067,27,Carrier A (DCO),268.33,6,2025-03-19 16:13:00
829,2204,4072,43,In-House Agency,155.6,6,2025-10-23 11:47:00
830,2205,4074,55,Carrier B (DCO),196.2,6,2025-10-26 09:42:00
831,2206,4075,56,In-House Agency,132.28,12,2025-02-12 15:45:00
832,2207,4076,31,Carrier B (DCO),140.52,6,2025-11-19 13:56:00
833,2209,4078,34,Carrier A (DCO),247.86,12,2025-10-03 16:53:00
834,2217,4095,9,In-House Agency,194.92,6,2025-11-24 12:13:00
835,2218,4099,1,Carrier B (DCO),111.13,6,2025-06-14 14:05:00
836,2220,4104,59,Carrier B (DCO),200.27,6,2025-11-03 19:03:00
837,2222,4109,49,Carrier A (DCO),309.75,6,2025-01-29 19:59:00
838,2226,4115,25,Carrier A (DCO),105.67,6,2025-11-12 10:25:00
839,2227,4116,33,Carrier B (DCO),257.94,12,2025-10-28 09:44:00
840,2232,4124,47,Carrier B (DCO),271.05,12,2026-01-01 16:07:00
841,2235,4130,33,Carrier A (DCO),213.12,6,2025-03-07 13:10:00
842,2240,4137,12,Carrier A (DCO),112.06,12,2025-07-05 13:24:00
843,2246,4146,13,In-House Agency,250.82,12,2025-09-01 18:36:00
844,2248,4149,2,Carrier B (DCO),206.11,12,2025-08-16 17:19:00
845,2251,4153,1,In-House Agency,141.64,6,2025-07-16 13:05:00
846,2252,4154,52,In-House Agency,117.95,6,2025-04-16 10:30:00
847,2253,4155,56,In-House Agency,218.3,12,2025-09-27 11:00:00
848,2256,4158,31,In-House Agency,291.51,12,2025-09-05 19:48:00
849,2257,4161,33,Carrier A (DCO),140.41,12,2025-10-16 18:09:00
850,2263,4167,3,Carrier B (DCO),125.12,6,2025-12-24 15:02:00
851,2267,4174,15,Carrier B (DCO),106.75,12,2025-11-23 10:23:00
852,2268,4175,29,Carrier B (DCO),222.6,12,2025-05-04 15:50:00
853,2272,4180,39,In-House Agency,266.6,6,2025-08-13 12:38:00
854,2273,4181,33,Carrier B (DCO),148.0,12,2025-09-09 10:52:00
855,2274,4183,20,Carrier A (DCO),135.92,12,2025-08-22 14:05:00
856,2275,4185,14,In-House Agency,238.41,12,2025-10-11 10:55:00
857,2276,4186,31,In-House Agency,283.52,12,2025-06-27 09:09:00
858,2282,4196,57,Carrier A (DCO),148.65,6,2025-02-20 16:33:00
859,2283,4197,54,Carrier A (DCO),216.12,6,2025-11-23 12:51:00
860,2288,4210,32,In-House Agency,227.45,6,2025-06-03 13:11:00
861,2293,4219,44,Carrier A (DCO),114.49,12,2025-08-10 10:00:00
862,2294,4222,15,Carrier A (DCO),197.2,12,2025-03-10 13:29:00
863,2296,4227,10,Carrier B (DCO),254.64,6,2025-04-11 13:56:00
864,2297,4228,29,Carrier A (DCO),202.15,12,2025-08-24 19:50:00
865,2300,4232,27,Carrier B (DCO),287.58,12,2025-08-19 14:38:00
866,2301,4234,1,Carrier B (DCO),284.83,6,2025-04-13 18:56:00
867,2303,4236,30,Carrier B (DCO),97.63,12,2025-04-07 12:54:00
868,2304,4242,57,Carrier A (DCO),143.23,12,2025-06-13 17:09:00
869,2306,4253,16,Carrier A (DCO),274.76,12,2025-08-22 13:03:00
870,2307,4255,34,In-House Agency,228.33,12,2025-06-27 08:38:00
871,2309,4257,48,Carrier A (DCO),114.43,12,2025-11-22 10:47:00
872,2311,4262,46,In-House Agency,119.97,12,2025-04-25 18:45:00
873,2314,4267,52,In-House Agency,267.16,6,2025-01-09 15:13:00
874,2319,4276,24,In-House Agency,215.21,12,2025-03-07 18:28:00
875,2321,4278,21,Carrier B (DCO),164.21,12,2025-06-11 16:46:00
876,2325,4286,30,In-House Agency,219.85,6,2025-01-10 08:30:00
877,2326,4287,10,Carrier B (DCO),215.16,6,2025-02-26 14:21:00
878,2329,4295,18,Carrier B (DCO),224.3,6,2025-01-08 11:56:00
879,2330,4297,4,Carrier B (DCO),172.26,6,2025-07-20 08:56:00
880,2332,4300,36,Carrier B (DCO),108.01,12,2025-11-04 19:05:00
881,2333,4301,6,Carrier B (DCO),107.87,6,2025-09-27 12:15:00
882,2348,4333,31,Carrier B (DCO),186.82,6,2025-04-08 11:03:00
883,2351,4338,3,Carrier A (DCO),151.58,6,2025-05-12 08:51:00
884,2353,4341,57,Carrier A (DCO),196.92,12,2025-12-24 08:47:00
885,2354,4342,16,Carrier B (DCO),218.72,12,2025-01-05 13:12:00
886,2356,4346,55,Carrier B (DCO),292.65,12,2025-10-08 19:55:00
887,2357,4347,55,Carrier B (DCO),116.57,6,2025-04-10 10:01:00
888,2359,4349,16,Carrier B (DCO),228.37,6,2025-08-22 17:13:00
889,2360,4350,24,Carrier B (DCO),180.07,12,2025-04-23 08:44:00
890,2365,4357,5,In-House Agency,147.12,12,2025-10-20 08:53:00
891,2367,4359,17,Carrier A (DCO),133.58,12,2025-09-17 17:56:00
892,2369,4363,43,In-House Agency,177.0,12,2025-06-28 09:57:00
893,2370,4364,20,Carrier A (DCO),208.96,6,2025-05-28 13:52:00
894,2371,4366,27,Carrier B (DCO),251.01,6,2025-09-21 15:24:00
895,2372,4367,43,Carrier A (DCO),186.58,12,2025-10-08 14:26:00
896,2373,4368,48,Carrier B (DCO),103.12,12,2025-03-02 09:45:00
897,2376,4371,12,In-House Agency,266.04,12,2025-10-18 17:31:00
898,2378,4374,57,Carrier A (DCO),168.58,6,2025-08-02 14:06:00
899,2381,4381,24,Carrier B (DCO),215.22,12,2025-02-07 09:52:00
900,2385,4386,21,In-House Agency,100.07,6,2025-10-16 08:43:00
901,2386,4388,60,In-House Agency,155.79,6,2025-06-19 16:20:00
902,2387,4389,51,Carrier A (DCO),301.84,6,2025-01-12 09:12:00
903,2388,4390,22,Carrier B (DCO),97.89,6,2025-04-05 16:40:00
904,2389,4391,18,Carrier A (DCO),303.07,12,2025-02-15 19:23:00
905,2390,4394,38,In-House Agency,174.47,12,2025-05-17 14:12:00
906,2391,4395,27,Carrier B (DCO),227.36,6,2025-01-29 14:24:00
907,2392,4398,51,In-House Agency,163.72,6,2025-05-31 16:28:00
908,2394,4406,2,In-House Agency,304.86,12,2025-07-06 08:05:00
909,2397,4411,11,Carrier B (DCO),176.15,6,2025-09-20 18:28:00
910,2405,4424,49,In-House Agency,245.06,12,2025-03-10 18:08:00
911,2408,4428,36,In-House Agency,238.28,12,2025-07-31 18:56:00
912,2409,4429,17,Carrier A (DCO),107.99,6,2025-08-12 16:58:00
913,2413,4439,58,In-House Agency,238.58,6,2025-08-04 11:42:00
914,2419,4449,19,Carrier B (DCO),249.66,6,2025-02-10 18:49:00
915,2420,4451,43,In-House Agency,204.19,12,2025-02-15 10:07:00
916,2421,4452,9,Carrier A (DCO),156.1,12,2025-09-25 15:36:00
917,2423,4455,30,Carrier A (DCO),222.05,12,2025-01-24 16:47:00
918,2424,4456,51,In-House Agency,274.04,6,2025-12-17 09:11:00
919,2425,4457,26,Carrier B (DCO),304.56,12,2025-06-16 08:31:00
920,2435,4479,60,In-House Agency,231.78,6,2025-03-22 13:43:00
921,2436,4480,8,Carrier A (DCO),235.4,12,2025-10-06 13:37:00
922,2437,4482,5,Carrier A (DCO),249.78,6,2025-11-18 09:00:00
923,2440,4489,32,In-House Agency,176.23,6,2025-10-03 14:25:00
924,2444,4494,37,In-House Agency,181.7,12,2025-10-16 10:28:00
925,2445,4497,38,In-House Agency,236.44,6,2025-07-09 12:01:00
926,2448,4501,40,Carrier A (DCO),100.66,12,2025-02-12 12:38:00
927,2455,4520,11,Carrier B (DCO),163.72,6,2025-04-25 10:17:00
928,2457,4522,11,Carrier B (DCO),279.19,6,2025-10-23 12:50:00
929,2459,4528,30,In-House Agency,100.26,12,2025-07-15 15:30:00
930,2460,4530,14,In-House Agency,101.67,6,2025-09-15 16:59:00
931,2463,4538,34,In-House Agency,309.98,12,2025-04-19 16:23:00
932,2469,4547,45,In-House Agency,248.93,6,2025-05-08 09:51:00
933,2471,4551,20,In-House Agency,114.76,6,2025-04-07 14:13:00
934,2476,4559,24,Carrier A (DCO),162.15,12,2025-01-15 11:02:00
935,2477,4560,57,Carrier A (DCO),101.3,6,2025-07-19 12:00:00
936,2479,4564,2,Carrier A (DCO),248.37,12,2025-10-11 14:23:00
937,2480,4571,38,Carrier B (DCO),181.27,12,2025-03-26 11:46:00
938,2481,4575,22,In-House Agency,302.22,12,2025-05-07 12:21:00
939,2482,4579,45,Carrier A (DCO),216.58,6,2025-03-27 12:45:00
940,2483,4580,28,Carrier A (DCO),200.78,6,2025-12-14 13:20:00
941,2486,4583,36,In-House Agency,182.31,6,2025-04-07 17:27:00
942,2489,4586,5,Carrier A (DCO),284.34,6,2025-12-08 08:09:00
943,2490,4587,34,Carrier B (DCO),241.95,12,2025-07-07 13:53:00
944,2495,4600,5,Carrier A (DCO),299.1,6,2025-12-26 18:40:00
945,2496,4603,29,Carrier A (DCO),207.99,12,2025-05-13 18:30:00
946,2498,4605,17,Carrier B (DCO),295.32,6,2025-08-30 18:06:00
947,2500,4607,34,Carrier B (DCO),196.89,12,2025-11-16 08:33:00
948,2501,4610,51,Carrier B (DCO),141.77,6,2025-04-06 19:05:00
949,2503,4615,60,In-House Agency,117.2,6,2025-09-09 13:44:00
950,2509,4621,38,In-House Agency,184.08,6,2025-10-04 11:03:00
951,2517,4631,57,Carrier B (DCO),201.75,6,2025-07-22 17:21:00
952,2524,4641,44,Carrier A (DCO),158.06,6,2025-02-16 16:05:00
953,2528,4647,8,In-House Agency,287.18,12,2025-10-31 12:13:00
954,2529,4649,22,Carrier B (DCO),263.05,6,2025-08-20 14:41:00
955,2532,4656,34,Carrier A (DCO),240.14,12,2025-03-20 16:38:00
956,2534,4659,44,Carrier B (DCO),159.53,12,2025-06-03 09:03:00
957,2539,4670,2,In-House Agency,167.34,12,2025-06-21 10:03:00
958,2541,4676,58,Carrier B (DCO),185.98,12,2025-03-07 15:52:00
959,2546,4690,35,Carrier B (DCO),248.17,6,2025-03-23 18:40:00
960,2549,4699,24,In-House Agency,147.23,6,2025-07-18 17:43:00
961,2552,4702,28,In-House Agency,252.22,6,2025-07-16 18:20:00
962,2556,4706,13,Carrier A (DCO),241.64,6,2025-11-20 16:41:00
963,2560,4710,7,In-House Agency,142.56,6,2025-12-31 08:53:00
964,2564,4722,34,In-House Agency,95.96,6,2025-05-29 08:16:00
965,2565,4723,40,Carrier B (DCO),170.15,12,2025-10-18 12:50:00
966,2569,4729,34,Carrier B (DCO),304.45,12,2025-03-01 15:12:00
967,2570,4730,53,In-House Agency,183.24,6,2025-12-08 12:30:00
968,2573,4740,55,In-House Agency,241.95,6,2025-05-11 13:46:00
969,2577,4746,41,In-House Agency,103.71,12,2025-04-06 10:28:00
970,2578,4747,31,In-House Agency,290.98,12,2025-04-21 09:39:00
971,2581,4753,34,Carrier A (DCO),201.51,6,2025-06-09 18:58:00
972,2582,4754,56,In-House Agency,135.63,12,2025-03-08 14:44:00
973,2583,4757,56,In-House Agency,271.16,12,2025-05-02 16:57:00
974,2587,4761,39,Carrier A (DCO),194.89,12,2025-11-23 16:28:00
975,2594,4770,42,In-House Agency,144.39,12,2025-12-11 15:54:00
976,2598,4776,8,In-House Agency,198.98,6,2025-09-04 14:11:00
977,2601,4781,1,Carrier B (DCO),279.3,12,2025-01-11 15:43:00
978,2602,4785,54,In-House Agency,209.26,6,2025-06-05 17:06:00
979,2604,4787,53,Carrier B (DCO),283.26,6,2025-05-26 16:54:00
980,2606,4789,24,In-House Agency,181.18,6,2025-01-14 08:11:00
981,2608,4792,45,Carrier B (DCO),103.68,6,2025-06-11 16:06:00
982,2610,4796,30,Carrier B (DCO),158.32,6,2025-02-23 17:33:00
983,2612,4798,20,Carrier B (DCO),112.52,12,2025-09-15 15:24:00
984,2613,4799,20,Carrier B (DCO),231.41,6,2025-06-22 18:50:00
985,2615,4802,29,Carrier A (DCO),143.84,6,2025-08-12 16:44:00
986,2617,4806,30,Carrier A (DCO),123.77,12,2025-05-23 12:40:00
987,2618,4807,58,Carrier B (DCO),178.39,12,2025-01-27 08:11:00
988,2620,4811,31,In-House Agency,265.77,6,2025-03-19 18:56:00
989,2627,4824,25,Carrier A (DCO),274.17,6,2025-05-11 11:10:00
990,2628,4826,9,Carrier A (DCO),131.72,6,2025-11-28 08:01:00
991,2629,4829,37,Carrier B (DCO),120.06,12,2025-02-25 14:47:00
992,2630,4830,32,Carrier B (DCO),141.34,6,2025-07-24 08:41:00
993,2637,4841,15,Carrier A (DCO),252.24,12,2025-04-21 13:35:00
994,2640,4844,30,Carrier B (DCO),300.14,12,2025-12-02 17:08:00
995,2642,4848,10,In-House Agency,272.89,12,2025-08-16 15:02:00
996,2646,4862,59,Carrier B (DCO),157.17,12,2025-10-24 08:42:00
997,2648,4865,23,Carrier B (DCO),181.67,12,2025-11-30 15:03:00
998,2649,4866,44,Carrier A (DCO),120.26,6,2025-03-30 12:13:00
999,2651,4868,12,Carrier A (DCO),126.31,12,2025-06-12 13:52:00
1000,2652,4873,46,In-House Agency,280.21,6,2025-05-28 18:44:00
1001,2653,4874,55,In-House Agency,280.67,12,2025-12-06 18:12:00
1002,2658,4879,15,Carrier A (DCO),239.44,6,2025-04-18 08:05:00
1003,2660,4885,3,Carrier B (DCO),171.16,12,2025-07-25 08:43:00
1004,2661,4886,39,In-House Agency,247.59,12,2025-02-02 12:19:00
1005,2662,4887,52,Carrier B (DCO),109.15,6,2025-02-12 15:25:00
1006,2663,4895,26,Carrier B (DCO),190.05,6,2025-01-28 13:04:00
1007,2664,4896,57,Carrier B (DCO),95.22,6,2025-06-20 19:01:00
1008,2669,4902,12,Carrier A (DCO),247.07,12,2025-10-04 12:55:00
1009,2672,4909,11,In-House Agency,299.36,6,2025-11-30 14:31:00
1010,2675,4912,59,Carrier A (DCO),284.47,12,2025-01-30 14:24:00
1011,2676,4913,39,Carrier A (DCO),225.08,6,2025-01-15 18:35:00
1012,2686,4927,54,Carrier B (DCO),151.05,6,2025-03-16 12:22:00
1013,2687,4929,11,In-House Agency,175.93,12,2025-08-09 13:43:00
1014,2689,4932,55,Carrier B (DCO),203.43,6,2025-11-06 09:35:00
1015,2690,4935,34,In-House Agency,262.32,12,2025-09-02 19:15:00
1016,2692,4941,35,Carrier A (DCO),176.29,12,2025-02-24 11:04:00
1017,2701,4959,20,Carrier B (DCO),295.14,12,2025-12-20 11:36:00
1018,2702,4960,9,Carrier B (DCO),126.57,6,2025-11-26 17:53:00
1019,2703,4962,22,In-House Agency,253.64,6,2025-01-31 10:59:00
1020,2705,4964,50,Carrier A (DCO),250.47,6,2025-12-20 12:46:00
1021,2706,4965,55,In-House Agency,98.64,6,2025-01-23 11:26:00
1022,2707,4970,5,In-House Agency,122.7,6,2025-05-16 14:01:00
1023,2709,4972,27,In-House Agency,152.35,6,2025-01-11 17:26:00
1024,2711,4975,42,Carrier B (DCO),213.54,12,2025-12-23 17:46:00
1025,2712,4976,14,Carrier B (DCO),116.44,6,2025-04-02 18:00:00
1026,2716,4988,48,In-House Agency,156.15,12,2025-03-19 10:20:00
1027,2718,4990,5,Carrier A (DCO),201.69,6,2025-02-05 10:16:00
1028,2719,4992,53,In-House Agency,276.74,6,2025-02-11 11:44:00
1029,2723,5000,37,Carrier B (DCO),222.49,12,2025-10-01 12:15:00
1030,2725,5006,15,Carrier A (DCO),119.85,12,2025-02-05 10:05:00
1031,2727,5011,42,Carrier B (DCO),227.9,12,2025-06-16 11:13:00
1032,2729,5019,38,Carrier A (DCO),146.57,12,2025-06-23 18:23:00
1033,2732,5022,34,In-House Agency,150.51,12,2025-12-15 12:49:00
1034,2734,5028,7,Carrier B (DCO),121.0,12,2025-12-06 13:42:00
1035,2739,5035,2,Carrier B (DCO),104.02,6,2025-04-09 19:17:00
1036,2741,5037,48,In-House Agency,95.23,12,2025-11-01 18:07:00
1037,2742,5038,44,Carrier B (DCO),219.78,6,2025-06-24 18:10:00
1038,2744,5041,57,In-House Agency,266.26,12,2025-10-25 08:57:00
1039,2748,5046,34,Carrier A (DCO),153.0,6,2025-05-06 18:11:00
1040,2750,5048,26,In-House Agency,217.72,12,2025-07-16 09:47:00
1041,2756,5062,37,Carrier A (DCO),198.49,6,2025-04-08 08:11:00
1042,2758,5067,40,In-House Agency,147.97,6,2025-05-30 10:48:00
1043,2759,5070,43,Carrier A (DCO),151.5,12,2025-09-21 10:17:00
1044,2764,5077,6,In-House Agency,218.27,12,2025-09-25 13:59:00
1045,2767,5083,55,In-House Agency,288.65,12,2025-08-07 10:41:00
1046,2772,5094,43,In-House Agency,225.09,12,2025-12-01 13:06:00
1047,2776,5099,28,Carrier A (DCO),109.01,12,2025-08-28 13:47:00
1048,2777,5101,57,Carrier B (DCO),304.52,6,2025-03-07 14:07:00
1049,2778,5103,30,In-House Agency,107.34,6,2025-03-15 17:22:00
1050,2779,5104,26,Carrier A (DCO),204.02,6,2025-04-16 17:39:00
1051,2780,5105,28,In-House Agency,239.3,12,2025-09-20 15:26:00
1052,2783,5109,39,In-House Agency,262.36,6,2025-05-26 08:38:00
1053,2790,5121,21,Carrier B (DCO),169.16,12,2025-03-16 12:08:00
1054,2792,5123,3,Carrier A (DCO),103.85,12,2025-04-27 18:54:00
1055,2797,5132,13,In-House Agency,305.65,6,2025-06-29 11:32:00
1056,2798,5137,54,Carrier A (DCO),190.6,6,2025-02-23 10:44:00
1057,2808,5153,21,In-House Agency,183.92,12,2025-03-08 17:41:00
1058,2811,5156,51,Carrier B (DCO),95.01,6,2025-04-17 10:21:00
1059,2812,5157,12,In-House Agency,155.57,12,2025-03-05 14:15:00
1060,2815,5164,32,Carrier B (DCO),287.14,6,2025-12-08 08:20:00
1061,2816,5165,43,In-House Agency,235.7,12,2025-01-07 13:49:00
1062,2818,5168,27,Carrier A (DCO),246.81,6,2025-06-17 17:13:00
1063,2819,5173,38,In-House Agency,228.17,6,2025-07-18 13:24:00
1064,2820,5175,55,Carrier A (DCO),171.14,12,2025-10-10 13:37:00
1065,2823,5178,46,In-House Agency,278.84,6,2025-10-06 15:39:00
1066,2825,5180,49,In-House Agency,199.34,6,2025-03-05 11:43:00
1067,2827,5184,22,Carrier A (DCO),154.12,6,2025-11-17 18:50:00
1068,2828,5185,7,Carrier B (DCO),253.85,6,2025-05-13 15:14:00
1069,2829,5186,15,Carrier A (DCO),112.56,12,2025-05-14 16:23:00
1070,2833,5194,51,In-House Agency,95.41,12,2025-06-09 12:16:00
1071,2835,5196,33,In-House Agency,226.23,12,2025-09-20 16:18:00
1072,2837,5199,48,Carrier A (DCO),249.06,6,2025-03-07 12:30:00
1073,2839,5202,36,Carrier A (DCO),115.85,6,2025-12-16 18:29:00
1074,2840,5203,24,In-House Agency,224.78,12,2025-07-02 16:36:00
1075,2841,5204,46,In-House Agency,228.38,6,2025-12-27 12:08:00
1076,2842,5206,48,Carrier B (DCO),248.14,12,2025-12-07 08:53:00
1077,2843,5207,60,In-House Agency,303.8,6,2025-10-28 18:47:00
1078,2845,5210,2,In-House Agency,187.81,6,2025-09-14 17:32:00
1079,2849,5218,18,Carrier A (DCO),132.42,6,2025-07-14 15:08:00
1080,2850,5219,22,In-House Agency,113.58,6,2025-03-07 13:02:00
1081,2855,5225,11,Carrier B (DCO),209.47,12,2025-01-28 08:44:00
1082,2857,5232,15,Carrier B (DCO),218.51,12,2025-08-16 10:40:00
1083,2865,5250,26,Carrier B (DCO),264.09,6,2025-07-19 09:00:00
1084,2867,5252,8,In-House Agency,221.42,12,2025-02-18 17:33:00
1085,2868,5253,58,Carrier B (DCO),144.31,12,2025-09-04 09:36:00
1086,2870,5259,22,Carrier A (DCO),302.44,12,2025-01-10 12:32:00
1087,2873,5267,32,In-House Agency,202.96,12,2025-03-12 15:29:00
1088,2874,5268,46,Carrier A (DCO),195.1,12,2025-03-06 11:09:00
1089,2875,5271,28,Carrier A (DCO),249.82,6,2025-12-28 14:26:00
1090,2881,5281,39,Carrier A (DCO),102.63,12,2025-10-14 13:25:00
1091,2882,5283,54,Carrier B (DCO),253.37,6,2025-11-28 09:47:00
1092,2887,5293,54,Carrier A (DCO),304.94,6,2025-12-05 17:21:00
1093,2889,5299,24,Carrier A (DCO),168.06,12,2025-10-23 16:30:00
1094,2892,5303,10,Carrier A (DCO),238.33,6,2025-10-16 14:42:00
1095,2895,5306,14,Carrier A (DCO),131.58,6,2025-03-02 14:45:00
1096,2896,5307,45,In-House Agency,121.32,6,2025-12-14 14:52:00
1097,2898,5312,58,Carrier A (DCO),138.14,12,2025-08-10 11:02:00
1098,2902,5317,1,Carrier B (DCO),220.36,6,2025-12-14 08:57:00
1099,2903,5319,38,Carrier A (DCO),203.78,12,2025-04-26 17:08:00
1100,2904,5321,30,In-House Agency,276.07,12,2025-08-09 17:50:00
1101,2907,5325,32,Carrier B (DCO),229.6,6,2025-08-17 15:10:00
1102,2908,5326,31,In-House Agency,307.18,6,2025-02-23 11:12:00
1103,2909,5328,33,Carrier B (DCO),247.4,6,2025-08-23 17:35:00
1104,2915,5335,14,Carrier A (DCO),280.4,12,2025-07-21 09:47:00
1105,2916,5336,50,Carrier B (DCO),102.56,6,2025-03-12 15:47:00
1106,2917,5338,4,In-House Agency,172.32,12,2025-04-30 19:57:00
1107,2920,5346,4,Carrier B (DCO),309.5,6,2025-06-20 13:11:00
1108,2923,5349,5,In-House Agency,297.11,12,2025-03-20 09:17:00
1109,2926,5353,29,In-House Agency,148.37,6,2025-01-30 12:04:00
1110,2928,5356,42,In-House Agency,259.89,12,2025-11-12 13:01:00
1111,2929,5357,47,Carrier A (DCO),237.42,6,2025-09-20 17:57:00
1112,2930,5358,27,Carrier B (DCO),170.44,12,2025-12-04 16:27:00
